category,category_href,subcat,subcat_href,name,stars,price,star_rating,review_raw,review_count,price_num
Digital Marketing,https://www.fiverr.com/categories/online-marketing?source=category_tree,E-Commerce Marketing,https://www.fiverr.com/categories/online-marketing/e-commerce-marketing?source=gallery-listing,I will write persuasive product titles and descriptions,5.0(5),Starting at€22.22,5.0,5,5.0,22.22
Writing & Translation,https://www.fiverr.com/categories/writing-translation?source=category_tree,Translation,https://www.fiverr.com/categories/writing-translation/quality-translation-services?source=gallery-listing,I will translate your business or technical copy from german to english,5.0(12),Starting at€93.32,5.0,12,12.0,93.32
Programming & Tech,https://www.fiverr.com/categories/programming-tech?source=category_tree,Desktop Applications,https://www.fiverr.com/categories/programming-tech/desktop-app-services?source=gallery-listing,I will help in python java c cpp sql matlab programming  projects tasks,5.0(29),Starting at€17.78,5.0,29,29.0,17.78
Writing & Translation,https://www.fiverr.com/categories/writing-translation?source=category_tree,Brand Voice & Tone,https://www.fiverr.com/categories/writing-translation/tone-of-voice?source=gallery-listing,I will write a vision and mission statement for your nonprofit business,4.9(6),Starting at€17.78,4.9,6,6.0,17.78
Lifestyle,https://www.fiverr.com/categories/lifestyle?source=category_tree,Craft Lessons,https://www.fiverr.com/categories/lifestyle/craft-lessons?source=gallery-listing,I will teach how to prepare beautiful craft projects upto class v,nan,Starting at€8.89,5.0,1,17.0,8.89
Programming & Tech,https://www.fiverr.com/categories/programming-tech?source=category_tree,Chatbots,https://www.fiverr.com/categories/programming-tech/chatbots?source=gallery-listing,I will create discord message forward bot for you,5.0(63),Starting at€71.10,5.0,63,63.0,71.1
Digital Marketing,https://www.fiverr.com/categories/online-marketing?source=category_tree,Mobile Marketing & Advertising,https://www.fiverr.com/categories/online-marketing/mobile-advertising?source=gallery-listing,I will do aso and write great description for your mobile app,5.0(6),Starting at€17.78,5.0,6,6.0,17.78
Video & Animation,https://www.fiverr.com/categories/video-animation?source=category_tree,Screencasting Videos,https://www.fiverr.com/categories/video-animation/screencasting-videos?source=gallery-listing,I will create a video template,5.0(1),Starting at€31.11,5.0,1,1.0,31.11
Digital Marketing,https://www.fiverr.com/categories/online-marketing?source=category_tree,Influencer Marketing,https://www.fiverr.com/categories/online-marketing/influencer-marketing?source=gallery-listing,I will promote your song on my very active 900k tik tok,4.9(21),Starting at€62.21,4.9,21,21.0,62.21
Writing & Translation,https://www.fiverr.com/categories/writing-translation?source=category_tree,Creative Writing,https://www.fiverr.com/categories/writing-translation/creative-writing?source=gallery-listing,I will write 100 or more words for you,5.0(42),Starting at€13.33,5.0,42,42.0,13.33
Video & Animation,https://www.fiverr.com/categories/video-animation?source=category_tree,Character Animation,https://www.fiverr.com/categories/video-animation/animated-characters-modeling?source=gallery-listing,I will create a traditional 2d  animation of your character,5.0(50),Starting at€8.89,5.0,50,50.0,8.89
Video & Animation,https://www.fiverr.com/categories/video-animation?source=category_tree,Game Trailers,https://www.fiverr.com/categories/video-animation/game-trailers?source=gallery-listing,I will make tech gaming youtube intro and outro pack,5.0(2),Starting at€22.22,5.0,2,2.0,22.22
Writing & Translation,https://www.fiverr.com/categories/writing-translation?source=category_tree,Research & Summaries,https://www.fiverr.com/categories/writing-translation/research-summaries?source=gallery-listing,"I will write healthcare, public health, and social work related content",4.9(92),Starting at€8.89,4.9,92,92.0,8.89
Business,https://www.fiverr.com/categories/business?source=category_tree,Data Entry,https://www.fiverr.com/categories/business/data-entry?source=gallery-listing,"I will do data entry, email collection web scraping data collection",5.0(13),Starting at€22.22,5.0,13,13.0,22.22
Video & Animation,https://www.fiverr.com/categories/video-animation?source=category_tree,Video Editing,https://www.fiverr.com/categories/video-animation/video-editing?source=gallery-listing,I will edit your music video,4.9(56),Starting at€88.88,4.9,56,56.0,88.88
Music & Audio,https://www.fiverr.com/categories/music-audio?source=category_tree,Dialogue Editing,https://www.fiverr.com/categories/music-audio/dialogue-editing?source=gallery-listing,I will noise reduction click pop hum sibilance crackle removal,5.0(69),Starting at€39.99,5.0,69,69.0,39.99
Video & Animation,https://www.fiverr.com/categories/video-animation?source=category_tree,Animated GIFs,https://www.fiverr.com/categories/video-animation/animated-gifs?source=gallery-listing,I will loop animation with illustration,5.0(23),Starting at€62.21,5.0,23,23.0,62.21
Programming & Tech,https://www.fiverr.com/categories/programming-tech?source=category_tree,Mobile Apps,https://www.fiverr.com/categories/programming-tech/mobile-app-services?source=gallery-listing,I will develop stunning apps for your needs,5.0(4),Starting at€84.43,5.0,4,4.0,84.43
Business,https://www.fiverr.com/categories/business?source=category_tree,E-Commerce ManagementNew,https://www.fiverr.com/categories/business/ecommerce-management?source=gallery-listing,I will create etsy account for you,5.0(1),Starting at€26.66,5.0,1,1.0,26.66
Programming & Tech,https://www.fiverr.com/categories/programming-tech?source=category_tree,Convert Files,https://www.fiverr.com/categories/programming-tech/file-conversion-services?source=gallery-listing,I will convert county delinquent tax roll trw file to excel or CSV,4.9(29),Starting at€39.99,4.9,29,29.0,39.99
Programming & Tech,https://www.fiverr.com/categories/programming-tech?source=category_tree,Game Development,https://www.fiverr.com/categories/programming-tech/game-development?source=gallery-listing,I will born ready to see brilliant results,nan,Starting at€8.89,5.0,1,17.0,8.89
Business,https://www.fiverr.com/categories/business?source=category_tree,HR ConsultingNew,https://www.fiverr.com/categories/business/hr-consulting?source=gallery-listing,I will consult your business on various HR matters,5.0(6),Starting at€26.66,5.0,6,6.0,26.66
Video & Animation,https://www.fiverr.com/categories/video-animation?source=category_tree,3D Product Animation,https://www.fiverr.com/categories/video-animation/3d-product-animation?source=gallery-listing,I will make 3d ad for your products,5.0(2),Starting at€62.21,5.0,2,2.0,62.21
Lifestyle,https://www.fiverr.com/categories/lifestyle?source=category_tree,Personal StylistsNew,https://www.fiverr.com/categories/lifestyle/personal-stylists?source=gallery-listing,I will be your own fashion stylist,5.0(1),Starting at€39.99,5.0,1,1.0,39.99
Digital Marketing,https://www.fiverr.com/categories/online-marketing?source=category_tree,Influencer Marketing,https://www.fiverr.com/categories/online-marketing/influencer-marketing?source=gallery-listing,I will be your social media influencer and model,4.9(29),Starting at€39.99,4.9,29,29.0,39.99
Video & Animation,https://www.fiverr.com/categories/video-animation?source=category_tree,Game Trailers,https://www.fiverr.com/categories/video-animation/game-trailers?source=gallery-listing,I will produce a server trailer for your minecraft server,5.0(1),Starting at€35.55,5.0,1,1.0,35.55
Writing & Translation,https://www.fiverr.com/categories/writing-translation?source=category_tree,Translation,https://www.fiverr.com/categories/writing-translation/quality-translation-services?source=gallery-listing,I will translate your document from french to english,nan,Starting at€39.99,5.0,1,17.0,39.99
Lifestyle,https://www.fiverr.com/categories/lifestyle?source=category_tree,Relationship Advice,https://www.fiverr.com/categories/lifestyle/relationship-advice-for-men-woman?source=gallery-listing,I will write a hateful letter to your enemy,5.0(11),Starting at€8.89,5.0,11,11.0,8.89
Programming & Tech,https://www.fiverr.com/categories/programming-tech?source=category_tree,WordPress,https://www.fiverr.com/categories/programming-tech/wordpress-services?source=gallery-listing,"I will create a beautiful, responsive wordpress website design",5.0(26),Starting at€66.66,5.0,26,26.0,66.66
Business,https://www.fiverr.com/categories/business?source=category_tree,Lead Generation,https://www.fiverr.com/categories/business/lead-generation-services?source=gallery-listing,I will provide fully signed application and statement for mca,5.0(1),Starting at€97.77,5.0,1,1.0,97.77
Digital Marketing,https://www.fiverr.com/categories/online-marketing?source=category_tree,Music Promotion,https://www.fiverr.com/categories/online-marketing/music-promotion?source=gallery-listing,"I will play your song on miami beach radio, promote your music",5.0(52),Starting at€39.99,5.0,52,52.0,39.99
Writing & Translation,https://www.fiverr.com/categories/writing-translation?source=category_tree,Cover Letters,https://www.fiverr.com/categories/writing-translation/cover-letter-services?source=gallery-listing,I will proofread and edit your teacher resume,5.0(53),Starting at€119.98,5.0,53,53.0,119.98
Writing & Translation,https://www.fiverr.com/categories/writing-translation?source=category_tree,Business Names & Slogans,https://www.fiverr.com/categories/writing-translation/business-names-and-slogans?source=gallery-listing,"I will brainstorm catchy gamertags, twitch, and streamer names",4.7(7),Starting at€13.33,4.7,7,7.0,13.33
Lifestyle,https://www.fiverr.com/categories/lifestyle?source=category_tree,Gaming,https://www.fiverr.com/categories/lifestyle/gaming?source=gallery-listing,I will help you climb in overwatch,5.0(39),Starting at€22.22,5.0,39,39.0,22.22
Video & Animation,https://www.fiverr.com/categories/video-animation?source=category_tree,Animation for Kids,https://www.fiverr.com/categories/video-animation/animation-for-kids?source=gallery-listing,"I will animation for advertising, cartoons, games for children",nan,Starting at€88.88,5.0,1,17.0,88.88
Programming & Tech,https://www.fiverr.com/categories/programming-tech?source=category_tree,Web Programming,https://www.fiverr.com/categories/programming-tech/web-programming-services?source=gallery-listing,I will build a PHP mysql website or webapp,5.0(71),Starting at€17.78,5.0,71,71.0,17.78
Programming & Tech,https://www.fiverr.com/categories/programming-tech?source=category_tree,Desktop Applications,https://www.fiverr.com/categories/programming-tech/desktop-app-services?source=gallery-listing,"I will help in java, javafx programming projects and desktop applications",4.8(98),Starting at€8.89,4.8,98,98.0,8.89
Music & Audio,https://www.fiverr.com/categories/music-audio?source=category_tree,Dialogue Editing,https://www.fiverr.com/categories/music-audio/dialogue-editing?source=gallery-listing,I will professionally edit your dialogue audio recording,5.0(25),Starting at€8.89,5.0,25,25.0,8.89
Lifestyle,https://www.fiverr.com/categories/lifestyle?source=category_tree,Cooking Lessons,https://www.fiverr.com/categories/lifestyle/cooking-lessons?source=gallery-listing,I will provide over 200 videos for chinese food made of flour,5.0(2),Starting at€8.89,5.0,2,2.0,8.89
